account_id,user_id,member_number,composite_score,fraud_types,alert_count,evidence_summary,tier
f9c79442-20eb-4d1f-a1eb-d0e56bb8897f,fcf0909d-b16b-4318-a5fb-ea93ed9b0ccf,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $12,095 total",MEDIUM
73bfa550-40a1-4409-82b6-1c0d326a4928,786837b7-a753-4305-b2f0-f3151cddc5bd,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $16,705 total",MEDIUM
3d50d8b4-e069-4cdc-aca2-af3fd8ff59ed,c7169551-512b-4ce3-b081-913a754f4289,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $17,740 total",MEDIUM
417e8c0d-6fbf-4b50-917a-b3d84b929d05,76720218-a771-4a1b-9548-b3f94e4dfdbb,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $12,696 total",MEDIUM
43326fb1-a9f5-11e7-ba31-02422f6950f7,415a2d40-a9f5-11e7-ba31-02422f6950f7,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $12,000 total",MEDIUM
4337c6e0-a9f5-11e7-ba31-02422f6950f7,415a2d40-a9f5-11e7-ba31-02422f6950f7,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $29,818 total",MEDIUM
43bab028-05f4-4aa9-ae71-92d52be1d990,1b81547f-93a2-4e7e-a49b-72e88b6cf4d0,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $10,767 total",MEDIUM
4a23ea6b-3958-4d93-ab44-ae7a9c00542c,7ecf2768-5cf6-4cd5-9aa6-ba813f55b667,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $14,140 total",MEDIUM
4a4924de-eded-4674-abdb-a24a06d13f95,dfb58c6b-64ea-463c-8f8c-2f70e6b29e3a,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $16,705 total",MEDIUM
4d6c6788-5736-4ed1-9f0f-6d498cc06dab,e17f1f82-d482-4817-9ad5-c35a758c3fb1,,25,structuring,1,"Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $49,635 total",MEDIUM
53b5b4b9-3903-47aa-89be-0fdaf22aea15,701e9597-1497-4df4-96b0-1f43d08154cd,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $13,093 total",MEDIUM
58a1efdf-56f3-470e-8aba-e0b4521a12d1,afe0b510-00c5-47f1-8cd8-c1817615f205,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $29,058 total",MEDIUM
5b4de4c0-2089-11e8-b601-02422f6950f7,56f67110-ce01-11e7-a9b4-02422f6950f7,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,355 total",MEDIUM
5d9cbbfc-2860-4fbe-a855-4580e84f41a9,714780c9-a9f0-4ead-a7f3-4ec1774a160d,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $10,367 total",MEDIUM
5e0e0f68-4b01-47d2-95e4-ebe037e9c5bd,97ce9e2c-d10b-45d8-a423-7ce48f6ae1c2,,25,structuring,1,"Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $30,248 total",MEDIUM
64485a8e-5277-4d64-9a0d-0749e40b562b,714780c9-a9f0-4ead-a7f3-4ec1774a160d,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $17,740 total",MEDIUM
69e8a1e1-e018-41f2-a1cf-07fa201d263f,714780c9-a9f0-4ead-a7f3-4ec1774a160d,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $21,041 total",MEDIUM
6ab0aa25-f565-436e-baa2-87d117da8568,93986c5d-73eb-4431-b2bd-d42b5d242025,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,893 total",MEDIUM
6dadb8c3-6cf8-4bc3-806b-9e79c6e72c10,62d2928c-d865-43b7-b95f-39ecd11c5ae0,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $28,016 total",MEDIUM
3c615e9d-79fb-4ef2-88f6-894ee7b4ae78,6752334c-96b6-4f54-bf74-a054fd7f50dc,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,264 total",MEDIUM
3be85a3c-2673-41d7-b474-3f8eb2155b78,a3c56d82-5dd5-44ae-9c87-632a956dfb6e,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $22,860 total",MEDIUM
3b6cb163-23d3-4c99-8697-6b10efe2a8eb,786837b7-a753-4305-b2f0-f3151cddc5bd,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $16,463 total",MEDIUM
1a5a7634-eba2-47d3-b710-a08e3f9a5aa2,4dc8ef0d-c11a-433e-bf15-3989ba556f55,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,893 total",MEDIUM
05c29265-1566-410b-995e-9bbfe1185bf2,df4c2b96-1b97-486c-9b9c-f9e46e2542ac,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $21,546 total",MEDIUM
06817c09-d0a8-456e-9c6c-bf937eb51bb8,4dc8ef0d-c11a-433e-bf15-3989ba556f55,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $24,040 total",MEDIUM
081e3407-dfe0-4114-98dd-6d8aed7bd5e5,5e401608-aae0-4532-beb5-c411ea98a1bc,,25,structuring,1,"Repeating amount $5,000: 16 times in 7-day window, $80,000 total",MEDIUM
0ab5ea0a-d41e-4f97-8b2a-673de81874ab,b08b3bdc-3005-4356-a9ed-a3e5d87a418c,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $28,016 total",MEDIUM
12b2bd51-71ad-4d36-9345-7b82c1077bf5,c7169551-512b-4ce3-b081-913a754f4289,,25,structuring,1,"Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $31,317 total",MEDIUM
166e48cc-2c91-47f1-9f91-e9a7bed75281,e6747628-5153-4f70-8267-d86c1c9437eb,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $20,233 total",MEDIUM
179d2b1f-3192-4999-8282-f694a1bc02d1,bc25a2c0-8d1a-11e9-b5ba-0242bcb75af9,,25,structuring,1,"Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $40,047 total",MEDIUM
1b209538-f0b0-46e3-8a94-ae5407141fd4,315e4817-d1c4-4f92-823d-aa7cef97879d,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $20,000 total",MEDIUM
39eddcde-1b8d-45cd-9fdf-281e7207c53b,6e7c9ef0-77dd-4951-9fb0-fd37c0b846e7,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $13,000 total",MEDIUM
1d55189c-cff4-45ac-88eb-14e69ed2696a,afe0b510-00c5-47f1-8cd8-c1817615f205,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $30,304 total",MEDIUM
1fa9ea27-e455-49fe-ab5a-c20df524c749,3e133422-7845-4167-81b6-45557d402d1d,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,182 total",MEDIUM
2a78ba1a-9b55-4b5c-b824-cc0279f609c0,4818b94d-212c-4fa4-bb75-5dac8c1ec95b,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $16,463 total",MEDIUM
2dd508e3-30d3-419d-93f8-10c5cf312630,701e9597-1497-4df4-96b0-1f43d08154cd,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $13,093 total",MEDIUM
316168a9-aaf4-4347-afd6-1068f50c9483,714780c9-a9f0-4ead-a7f3-4ec1774a160d,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,284 total",MEDIUM
35e4ea7b-5dd7-48dc-b846-66209df25524,c6c5b4ad-9215-48ab-aa50-acc204ca6143,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,893 total",MEDIUM
38837d25-8a7e-495f-851f-798ade2c8eea,defc4416-29f5-4fff-8600-32e9f00239b7,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $10,945 total",MEDIUM
f6e06454-e1aa-4c9b-8d6e-fde3639c8a3a,f1d63b01-e4e0-484b-b83a-fef65614de89,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $20,000 total",MEDIUM
71086d37-597c-40d7-ba74-9888abe2a7ce,ffba11b7-82fd-4dd4-97d4-1e0b504aaf3b,,25,structuring,1,"Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $31,317 total",MEDIUM
7cabeb66-56cd-4408-b173-849598a0165a,4dc8ef0d-c11a-433e-bf15-3989ba556f55,,25,structuring,1,"Daily sub-$10k structuring: 4 days with daily total > $10k (no single txn > $10k), $47,112 total",MEDIUM
db976620-c7f8-11e9-88b3-024201581eec,c87c31b0-c7f8-11e9-8330-0242c87f2824,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $27,265 total",MEDIUM
c58f3e98-d239-49e7-8771-d59072d7fc4a,ffba11b7-82fd-4dd4-97d4-1e0b504aaf3b,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $17,740 total",MEDIUM
c901927e-801c-4ca6-bd76-bfe506098334,76720218-a771-4a1b-9548-b3f94e4dfdbb,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $10,707 total",MEDIUM
c929a17c-0a03-43ba-9ca2-356d3f21705c,e3bdc339-0a7b-4ed4-9765-097a06fdc5a9,,25,structuring,1,"Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $35,290 total",MEDIUM
d2cbcb44-db83-4b95-94b4-714707b15804,656a3dc6-55e7-4b3d-a630-c24d80bc3b74,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,472 total",MEDIUM
d35a6301-ae2e-40b5-b10a-d439e64d823e,b8df27c7-58a4-44c8-a75f-dd73fb7476e0,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $13,093 total",MEDIUM
d69b711e-f6d5-4673-821b-5f1e1c6e53b5,afe0b510-00c5-47f1-8cd8-c1817615f205,,25,structuring,1,"Daily sub-$10k structuring: 4 days with daily total > $10k (no single txn > $10k), $57,600 total",MEDIUM
da3b6e76-23b7-4655-b5ab-81e121d2a142,1b6a1553-a04d-4998-88aa-0ddf7fe7dfa4,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $21,425 total",MEDIUM
dedae120-40df-47d6-af7a-d1bd11c97a65,0844d5bb-457d-4297-876e-0d9bfde6642f,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $10,026 total",MEDIUM
c27de895-3bc7-47c5-b8e0-5b517163e66c,e17f1f82-d482-4817-9ad5-c35a758c3fb1,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $27,617 total",MEDIUM
df138409-4248-4531-83a5-a51b9ac1fc88,714780c9-a9f0-4ead-a7f3-4ec1774a160d,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,284 total",MEDIUM
eb416f52-8375-4a64-872b-fc361aed2de7,786837b7-a753-4305-b2f0-f3151cddc5bd,,25,structuring,1,"Repeating amount $5,000: 8 times in 7-day window, $40,000 total",MEDIUM
ec46c3dc-626d-466a-be69-2c1ea398df96,ffba11b7-82fd-4dd4-97d4-1e0b504aaf3b,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,284 total",MEDIUM
ed70a390-24fe-41d5-a988-74c97e0f8489,98cbcbde-81c3-4039-a74e-3845fd74b82e,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,999 total",MEDIUM
f1264634-6789-4e65-9388-4033af9414c7,e1916bfa-7209-4483-8d83-5da1c26e7899,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $12,500 total",MEDIUM
f5f26ebf-0b60-405c-87f0-63d72c08170a,a3c56d82-5dd5-44ae-9c87-632a956dfb6e,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $13,300 total",MEDIUM
f6d25116-f7af-4055-bdc2-b822a4148b4a,6752334c-96b6-4f54-bf74-a054fd7f50dc,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,264 total",MEDIUM
7ee5e8eb-f37a-4f8e-bc4c-152fdf9f09b2,ffba11b7-82fd-4dd4-97d4-1e0b504aaf3b,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $13,085 total",MEDIUM
c4045f27-8294-41d4-92a7-8d11d6d20e7d,bbaa3b9a-a475-4085-8ed9-0067d23c1151,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $21,250 total",MEDIUM
9ca1488d-c1d5-47c8-8ffc-fe63d9fd93db,dfb58c6b-64ea-463c-8f8c-2f70e6b29e3a,,25,structuring,1,"Repeating amount $5,000: 8 times in 7-day window, $40,000 total",MEDIUM
a776f7c6-72a1-4e4c-80c3-df04c769301b,dfb58c6b-64ea-463c-8f8c-2f70e6b29e3a,,25,structuring,1,"Repeating amount $5,000: 8 times in 7-day window, $40,000 total",MEDIUM
819bd6af-6264-42bb-b867-0bbe392e223d,5e401608-aae0-4532-beb5-c411ea98a1bc,,25,structuring,1,"Repeating amount $5,000: 8 times in 7-day window, $40,000 total",MEDIUM
8800cebd-bedd-479f-8c7a-ee82ffa6fd6e,ef6c0deb-cd9f-492d-8519-7c73763c786c,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $12,083 total",MEDIUM
8818c6e7-b606-4bab-b42e-33486d140c35,ef6c0deb-cd9f-492d-8519-7c73763c786c,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $12,083 total",MEDIUM
8c164e57-95e2-423e-a9f1-f6ac3953a898,6752334c-96b6-4f54-bf74-a054fd7f50dc,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,264 total",MEDIUM
90fe0fdb-2df5-4974-ba98-47268cea7d29,defc4416-29f5-4fff-8600-32e9f00239b7,,25,structuring,1,"Daily sub-$10k structuring: 2 days with daily total > $10k (no single txn > $10k), $21,019 total",MEDIUM
93b13387-d577-407e-9106-18e23a4b56f2,dfb58c6b-64ea-463c-8f8c-2f70e6b29e3a,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $16,463 total",MEDIUM
969788ce-01c8-42a5-81b0-9ae05cd1fb9c,97ce9e2c-d10b-45d8-a423-7ce48f6ae1c2,,25,structuring,1,"Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $30,551 total",MEDIUM
c0d9f0d2-f8f2-4dd1-aaf4-f2913a1a5401,c7169551-512b-4ce3-b081-913a754f4289,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,284 total",MEDIUM
,wesbowen@outlook.com,,25,account_takeover,1,"100% failure rate: 3 attempts, all failed, 1 distinct IPs",MEDIUM
ac13a953-c189-4aca-ac74-2274d8c9f700,ffba11b7-82fd-4dd4-97d4-1e0b504aaf3b,,25,structuring,1,"Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $31,472 total",MEDIUM
b1c2a347-eacf-40c4-b747-0f8398547a08,5e401608-aae0-4532-beb5-c411ea98a1bc,,25,structuring,1,"Repeating amount $5,000: 8 times in 7-day window, $40,000 total",MEDIUM
b34ea363-b49c-4005-9cca-d2b1b1d71505,ef6c0deb-cd9f-492d-8519-7c73763c786c,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $12,083 total",MEDIUM
b770bf23-0a5a-46ed-a5c4-ea94a76237de,7ecf2768-5cf6-4cd5-9aa6-ba813f55b667,,25,structuring,1,"Daily sub-$10k structuring: 3 days with daily total > $10k (no single txn > $10k), $35,078 total",MEDIUM
ba9197da-7a1c-42e5-9c13-8f85b239ecf1,e1916bfa-7209-4483-8d83-5da1c26e7899,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $11,020 total",MEDIUM
bd5752d6-4412-487d-a9c3-eb52f7c41e6f,ef6c0deb-cd9f-492d-8519-7c73763c786c,,25,structuring,1,"Daily sub-$10k structuring: 1 days with daily total > $10k (no single txn > $10k), $12,083 total",MEDIUM
,megatoptimus,,10,account_takeover,1,"IP velocity: 4 distinct IPs, 9 total attempts, 22% failure rate",LOW
,marielong,,10,account_takeover,1,"IP velocity: 4 distinct IPs, 8 total attempts, 12% failure rate",LOW
,symitar,,10,account_takeover,1,"IP velocity: 4 distinct IPs, 6 total attempts, 0% failure rate",LOW
,bacon1,,10,account_takeover,1,"IP velocity: 4 distinct IPs, 18 total attempts, 17% failure rate",LOW
c173b5e9-99ce-479a-b821-65f334497225,0844d5bb-457d-4297-876e-0d9bfde6642f,,10,structuring,1,"Repeating amount $5,000: 3 times in 7-day window, $15,000 total",LOW
